time,period,step,zon,storage_in,ch_in,wells_in,river_in,hd_in,recharge_in,other_zones_in,total_in,stoarge_out,ch_out,wells_out,river_out,hd_out,recharge_out,other_zones_out,total_out,in_out,perecent_error,z1_in,z2_in,z3_in,z4_in,z5_in,z6_in,z7_in,z1_out,z2_out,z3_out,z4_out,z5_out,z6_out,z7_out
20.6,22,6,1,1.75E+00,0.00E+00,0.00E+00,2.20E+05,0.00E+00,2.12E+02,9.48E+04,3.15E+05,5.21E+03,0.00E+00,2.76E+05,6.77E+03,0.00E+00,0.00E+00,2.63E+04,3.15E+05,-27.10,-0.01,0.00E+00,1.82E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.30E+04,0.00E+00,9.31E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.54E+04
20.7,22,7,1,1.75E+00,0.00E+00,0.00E+00,2.19E+05,0.00E+00,2.12E+02,9.45E+04,3.14E+05,4.52E+03,0.00E+00,2.76E+05,6.78E+03,0.00E+00,0.00E+00,2.63E+04,3.14E+05,-43.30,-0.01,0.00E+00,1.82E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.27E+04,0.00E+00,9.28E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.54E+04
20.8,22,8,1,2.00E+00,0.00E+00,0.00E+00,2.19E+05,0.00E+00,2.12E+02,9.43E+04,3.13E+05,3.95E+03,0.00E+00,2.76E+05,6.79E+03,0.00E+00,0.00E+00,2.63E+04,3.13E+05,-43.70,-0.01,0.00E+00,1.83E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.24E+04,0.00E+00,9.25E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.54E+04
20.9,22,9,1,2.00E+00,0.00E+00,0.00E+00,2.19E+05,0.00E+00,2.12E+02,9.41E+04,3.13E+05,3.46E+03,0.00E+00,2.76E+05,6.79E+03,0.00E+00,0.00E+00,2.63E+04,3.13E+05,-43.20,-0.01,0.00E+00,1.83E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.22E+04,0.00E+00,9.22E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.54E+04
21,22,10,1,1.63E+00,0.00E+00,0.00E+00,2.18E+05,0.00E+00,2.12E+02,9.39E+04,3.12E+05,3.05E+03,0.00E+00,2.76E+05,6.80E+03,0.00E+00,0.00E+00,2.63E+04,3.12E+05,-40.70,-0.01,0.00E+00,1.84E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.21E+04,0.00E+00,9.20E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.54E+04
21.1,23,1,1,1.06E+04,0.00E+00,0.00E+00,2.20E+05,0.00E+00,2.12E+02,9.62E+04,3.27E+05,4.13E+00,0.00E+00,2.94E+05,6.79E+03,0.00E+00,0.00E+00,2.59E+04,3.27E+05,-41.90,-0.01,0.00E+00,2.11E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.41E+04,0.00E+00,8.16E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.51E+04
21.2,23,2,1,9.06E+03,0.00E+00,0.00E+00,2.20E+05,0.00E+00,2.12E+02,9.69E+04,3.27E+05,3.38E+00,0.00E+00,2.94E+05,6.78E+03,0.00E+00,0.00E+00,2.58E+04,3.27E+05,-45.40,-0.01,0.00E+00,2.13E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.48E+04,0.00E+00,8.04E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.50E+04
21.3,23,3,1,7.72E+03,0.00E+00,0.00E+00,2.21E+05,0.00E+00,2.12E+02,9.75E+04,3.27E+05,2.88E+00,0.00E+00,2.94E+05,6.77E+03,0.00E+00,0.00E+00,2.57E+04,3.27E+05,-42.30,-0.01,0.00E+00,2.14E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.54E+04,0.00E+00,8.01E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.49E+04
21.4,23,4,1,6.61E+03,0.00E+00,0.00E+00,2.22E+05,0.00E+00,2.12E+02,9.80E+04,3.27E+05,2.88E+00,0.00E+00,2.94E+05,6.76E+03,0.00E+00,0.00E+00,2.57E+04,3.27E+05,-47.00,-0.01,0.00E+00,2.13E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.58E+04,0.00E+00,8.02E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.49E+04
21.5,23,5,1,5.69E+03,0.00E+00,0.00E+00,2.22E+05,0.00E+00,2.12E+02,9.84E+04,3.26E+05,2.50E+00,0.00E+00,2.94E+05,6.75E+03,0.00E+00,0.00E+00,2.57E+04,3.27E+05,-49.30,-0.02,0.00E+00,2.13E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.62E+04,0.00E+00,8.05E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.49E+04
21.6,23,6,1,4.94E+03,0.00E+00,0.00E+00,2.23E+05,0.00E+00,2.12E+02,9.87E+04,3.26E+05,2.75E+00,0.00E+00,2.94E+05,6.75E+03,0.00E+00,0.00E+00,2.57E+04,3.27E+05,-48.40,-0.01,0.00E+00,2.12E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.66E+04,0.00E+00,8.07E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.49E+04
21.7,23,7,1,4.31E+03,0.00E+00,0.00E+00,2.23E+05,0.00E+00,2.12E+02,9.89E+04,3.26E+05,2.50E+00,0.00E+00,2.94E+05,6.74E+03,0.00E+00,0.00E+00,2.57E+04,3.27E+05,-32.20,-0.01,0.00E+00,2.12E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.68E+04,0.00E+00,8.10E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.49E+04
21.8,23,8,1,3.79E+03,0.00E+00,0.00E+00,2.23E+05,0.00E+00,2.12E+02,9.92E+04,3.26E+05,2.50E+00,0.00E+00,2.94E+05,6.73E+03,0.00E+00,0.00E+00,2.57E+04,3.27E+05,-29.70,-0.01,0.00E+00,2.11E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.70E+04,0.00E+00,8.12E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.49E+04
21.9,23,9,1,3.36E+03,0.00E+00,0.00E+00,2.24E+05,0.00E+00,2.12E+02,9.93E+04,3.26E+05,2.25E+00,0.00E+00,2.94E+05,6.73E+03,0.00E+00,0.00E+00,2.57E+04,3.27E+05,-30.90,-0.01,0.00E+00,2.11E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.72E+04,0.00E+00,8.14E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.49E+04
22,23,10,1,3.00E+03,0.00E+00,0.00E+00,2.24E+05,0.00E+00,2.12E+02,9.95E+04,3.27E+05,2.63E+00,0.00E+00,2.94E+05,6.72E+03,0.00E+00,0.00E+00,2.57E+04,3.27E+05,-29.80,-0.01,0.00E+00,2.11E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.74E+04,0.00E+00,8.16E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.49E+04
22.1,24,1,1,1.63E+02,0.00E+00,0.00E+00,2.23E+05,0.00E+00,2.12E+02,9.84E+04,3.22E+05,4.15E+03,0.00E+00,2.85E+05,6.73E+03,0.00E+00,0.00E+00,2.59E+04,3.22E+05,-33.40,-0.01,0.00E+00,1.96E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.64E+04,0.00E+00,8.65E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.51E+04
22.2,24,2,1,4.36E+01,0.00E+00,0.00E+00,2.23E+05,0.00E+00,2.12E+02,9.81E+04,3.21E+05,3.35E+03,0.00E+00,2.85E+05,6.73E+03,0.00E+00,0.00E+00,2.60E+04,3.21E+05,-30.50,-0.01,0.00E+00,1.95E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.61E+04,0.00E+00,8.74E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.51E+04
22.3,24,3,1,8.88E+00,0.00E+00,0.00E+00,2.23E+05,0.00E+00,2.12E+02,9.78E+04,3.21E+05,2.75E+03,0.00E+00,2.85E+05,6.73E+03,0.00E+00,0.00E+00,2.60E+04,3.21E+05,-31.90,-0.01,0.00E+00,1.95E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.58E+04,0.00E+00,8.77E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.52E+04
22.4,24,4,1,2.50E+00,0.00E+00,0.00E+00,2.22E+05,0.00E+00,2.12E+02,9.76E+04,3.20E+05,2.27E+03,0.00E+00,2.85E+05,6.73E+03,0.00E+00,0.00E+00,2.61E+04,3.20E+05,-31.90,-0.01,0.00E+00,1.95E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.56E+04,0.00E+00,8.77E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.52E+04
22.5,24,5,1,2.25E+00,0.00E+00,0.00E+00,2.22E+05,0.00E+00,2.12E+02,9.74E+04,3.20E+05,1.88E+03,0.00E+00,2.85E+05,6.74E+03,0.00E+00,0.00E+00,2.61E+04,3.20E+05,-29.80,-0.01,0.00E+00,1.95E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.54E+04,0.00E+00,8.77E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.52E+04
22.6,24,6,1,2.25E+00,0.00E+00,0.00E+00,2.22E+05,0.00E+00,2.12E+02,9.72E+04,3.20E+05,1.56E+03,0.00E+00,2.85E+05,6.74E+03,0.00E+00,0.00E+00,2.61E+04,3.20E+05,-28.90,-0.01,0.00E+00,1.95E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.53E+04,0.00E+00,8.76E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.52E+04
22.7,24,7,1,2.25E+00,0.00E+00,0.00E+00,2.22E+05,0.00E+00,2.12E+02,9.71E+04,3.19E+05,1.30E+03,0.00E+00,2.85E+05,6.74E+03,0.00E+00,0.00E+00,2.61E+04,3.19E+05,-27.20,-0.01,0.00E+00,1.96E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.52E+04,0.00E+00,8.75E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.52E+04
22.8,24,8,1,2.75E+00,0.00E+00,0.00E+00,2.22E+05,0.00E+00,2.12E+02,9.70E+04,3.19E+05,1.09E+03,0.00E+00,2.85E+05,6.74E+03,0.00E+00,0.00E+00,2.61E+04,3.19E+05,-25.80,-0.01,0.00E+00,1.96E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.51E+04,0.00E+00,8.74E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.53E+04
22.9,24,9,1,2.38E+00,0.00E+00,0.00E+00,2.22E+05,0.00E+00,2.12E+02,9.70E+04,3.19E+05,9.16E+02,0.00E+00,2.85E+05,6.75E+03,0.00E+00,0.00E+00,2.61E+04,3.19E+05,-26.80,-0.01,0.00E+00,1.96E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.50E+04,0.00E+00,8.73E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.53E+04
23,24,10,1,3.25E+00,0.00E+00,0.00E+00,2.22E+05,0.00E+00,2.12E+02,9.69E+04,3.19E+05,7.72E+02,0.00E+00,2.85E+05,6.75E+03,0.00E+00,0.00E+00,2.61E+04,3.19E+05,-27.30,-0.01,0.00E+00,1.96E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.49E+04,0.00E+00,8.73E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.53E+04
23.1,25,1,1,1.94E+04,0.00E+00,0.00E+00,2.24E+05,0.00E+00,2.12E+02,1.00E+05,3.44E+05,2.38E+00,0.00E+00,3.12E+05,6.73E+03,0.00E+00,0.00E+00,2.56E+04,3.44E+05,-26.60,-0.01,0.00E+00,2.39E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.81E+04,0.00E+00,7.32E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.48E+04
23.2,25,2,1,1.67E+04,0.00E+00,0.00E+00,2.25E+05,0.00E+00,2.12E+02,1.02E+05,3.44E+05,1.88E+00,0.00E+00,3.12E+05,6.72E+03,0.00E+00,0.00E+00,2.54E+04,3.44E+05,-31.10,-0.01,0.00E+00,2.42E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.93E+04,0.00E+00,7.16E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.47E+04
23.3,25,3,1,1.44E+04,0.00E+00,0.00E+00,2.27E+05,0.00E+00,2.12E+02,1.03E+05,3.44E+05,1.75E+00,0.00E+00,3.12E+05,6.70E+03,0.00E+00,0.00E+00,2.54E+04,3.44E+05,-30.00,-0.01,0.00E+00,2.42E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+05,0.00E+00,7.14E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.47E+04
23.4,25,4,1,1.24E+04,0.00E+00,0.00E+00,2.28E+05,0.00E+00,2.12E+02,1.04E+05,3.44E+05,1.75E+00,0.00E+00,3.12E+05,6.69E+03,0.00E+00,0.00E+00,2.54E+04,3.44E+05,-29.40,-0.01,0.00E+00,2.41E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.01E+05,0.00E+00,7.17E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.46E+04
23.5,25,5,1,1.08E+04,0.00E+00,0.00E+00,2.29E+05,0.00E+00,2.12E+02,1.04E+05,3.44E+05,1.63E+00,0.00E+00,3.12E+05,6.67E+03,0.00E+00,0.00E+00,2.54E+04,3.44E+05,-33.50,-0.01,0.00E+00,2.40E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.02E+05,0.00E+00,7.22E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.46E+04
23.6,25,6,1,9.50E+03,0.00E+00,0.00E+00,2.29E+05,0.00E+00,2.12E+02,1.05E+05,3.44E+05,1.75E+00,0.00E+00,3.12E+05,6.66E+03,0.00E+00,0.00E+00,2.54E+04,3.44E+05,-32.90,-0.01,0.00E+00,2.39E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.02E+05,0.00E+00,7.26E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.46E+04
23.7,25,7,1,8.39E+03,0.00E+00,0.00E+00,2.30E+05,0.00E+00,2.12E+02,1.05E+05,3.44E+05,1.75E+00,0.00E+00,3.12E+05,6.65E+03,0.00E+00,0.00E+00,2.54E+04,3.44E+05,-36.60,-0.01,0.00E+00,2.38E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.03E+05,0.00E+00,7.31E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.47E+04
23.8,25,8,1,7.45E+03,0.00E+00,0.00E+00,2.31E+05,0.00E+00,2.12E+02,1.06E+05,3.44E+05,1.88E+00,0.00E+00,3.12E+05,6.63E+03,0.00E+00,0.00E+00,2.54E+04,3.44E+05,-28.70,-0.01,0.00E+00,2.37E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.03E+05,0.00E+00,7.35E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.47E+04
23.9,25,9,1,6.67E+03,0.00E+00,0.00E+00,2.31E+05,0.00E+00,2.12E+02,1.06E+05,3.44E+05,2.00E+00,0.00E+00,3.12E+05,6.63E+03,0.00E+00,0.00E+00,2.55E+04,3.44E+05,-28.80,-0.01,0.00E+00,2.37E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.04E+05,0.00E+00,7.40E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.47E+04
24,25,10,1,6.00E+03,0.00E+00,0.00E+00,2.32E+05,0.00E+00,2.12E+02,1.06E+05,3.44E+05,2.25E+00,0.00E+00,3.12E+05,6.62E+03,0.00E+00,0.00E+00,2.55E+04,3.44E+05,-27.10,-0.01,0.00E+00,2.36E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.04E+05,0.00E+00,7.43E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.48E+04
24.1,26,1,1,3.54E+01,0.00E+00,0.00E+00,2.29E+05,0.00E+00,2.12E+02,1.02E+05,3.31E+05,1.80E+04,0.00E+00,2.81E+05,6.63E+03,0.00E+00,0.00E+00,2.62E+04,3.31E+05,-29.60,-0.01,0.00E+00,1.85E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+05,0.00E+00,9.05E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.53E+04
24.2,26,2,1,2.00E+00,0.00E+00,0.00E+00,2.28E+05,0.00E+00,2.12E+02,1.01E+05,3.29E+05,1.51E+04,0.00E+00,2.81E+05,6.64E+03,0.00E+00,0.00E+00,2.64E+04,3.29E+05,-28.60,-0.01,0.00E+00,1.83E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.90E+04,0.00E+00,9.36E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.54E+04
24.3,26,3,1,1.88E+00,0.00E+00,0.00E+00,2.27E+05,0.00E+00,2.12E+02,9.97E+04,3.27E+05,1.28E+04,0.00E+00,2.81E+05,6.65E+03,0.00E+00,0.00E+00,2.65E+04,3.27E+05,-25.80,-0.01,0.00E+00,1.82E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.79E+04,0.00E+00,9.44E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.56E+04
24.4,26,4,1,1.75E+00,0.00E+00,0.00E+00,2.26E+05,0.00E+00,2.12E+02,9.88E+04,3.25E+05,1.08E+04,0.00E+00,2.81E+05,6.67E+03,0.00E+00,0.00E+00,2.66E+04,3.25E+05,-36.10,-0.01,0.00E+00,1.83E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.70E+04,0.00E+00,9.43E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.57E+04
24.5,26,5,1,1.88E+00,0.00E+00,0.00E+00,2.25E+05,0.00E+00,2.12E+02,9.81E+04,3.23E+05,9.21E+03,0.00E+00,2.81E+05,6.68E+03,0.00E+00,0.00E+00,2.67E+04,3.23E+05,-29.80,-0.01,0.00E+00,1.84E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.63E+04,0.00E+00,9.39E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.57E+04
24.6,26,6,1,1.75E+00,0.00E+00,0.00E+00,2.24E+05,0.00E+00,2.12E+02,9.76E+04,3.22E+05,7.88E+03,0.00E+00,2.81E+05,6.70E+03,0.00E+00,0.00E+00,2.67E+04,3.22E+05,-29.50,-0.01,0.00E+00,1.85E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.57E+04,0.00E+00,9.34E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.58E+04
24.7,26,7,1,1.63E+00,0.00E+00,0.00E+00,2.24E+05,0.00E+00,2.12E+02,9.71E+04,3.21E+05,6.78E+03,0.00E+00,2.81E+05,6.71E+03,0.00E+00,0.00E+00,2.67E+04,3.21E+05,-31.70,-0.01,0.00E+00,1.86E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.52E+04,0.00E+00,9.29E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.58E+04
24.8,26,8,1,1.63E+00,0.00E+00,0.00E+00,2.23E+05,0.00E+00,2.12E+02,9.67E+04,3.20E+05,5.87E+03,0.00E+00,2.81E+05,6.72E+03,0.00E+00,0.00E+00,2.67E+04,3.20E+05,-30.90,-0.01,0.00E+00,1.86E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.48E+04,0.00E+00,9.24E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.58E+04
24.9,26,9,1,2.00E+00,0.00E+00,0.00E+00,2.23E+05,0.00E+00,2.12E+02,9.63E+04,3.19E+05,5.11E+03,0.00E+00,2.81E+05,6.73E+03,0.00E+00,0.00E+00,2.67E+04,3.19E+05,-28.60,-0.01,0.00E+00,1.87E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.45E+04,0.00E+00,9.20E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.58E+04
25,26,10,1,1.88E+00,0.00E+00,0.00E+00,2.22E+05,0.00E+00,2.12E+02,9.61E+04,3.19E+05,4.47E+03,0.00E+00,2.81E+05,6.73E+03,0.00E+00,0.00E+00,2.67E+04,3.19E+05,-27.70,-0.01,0.00E+00,1.87E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.42E+04,0.00E+00,9.17E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.58E+04
25.1,27,1,1,1.61E+04,0.00E+00,0.00E+00,2.24E+05,0.00E+00,2.12E+02,9.95E+04,3.40E+05,3.38E+00,0.00E+00,3.07E+05,6.72E+03,0.00E+00,0.00E+00,2.61E+04,3.40E+05,-25.80,-0.01,0.00E+00,2.30E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.72E+04,0.00E+00,7.68E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.53E+04
25.2,27,2,1,1.37E+04,0.00E+00,0.00E+00,2.26E+05,0.00E+00,2.12E+02,1.01E+05,3.40E+05,2.13E+00,0.00E+00,3.07E+05,6.71E+03,0.00E+00,0.00E+00,2.59E+04,3.40E+05,-28.30,-0.01,0.00E+00,2.33E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.82E+04,0.00E+00,7.51E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.52E+04
25.3,27,3,1,1.17E+04,0.00E+00,0.00E+00,2.27E+05,0.00E+00,2.12E+02,1.01E+05,3.40E+05,2.00E+00,0.00E+00,3.07E+05,6.70E+03,0.00E+00,0.00E+00,2.58E+04,3.40E+05,-27.90,-0.01,0.00E+00,2.33E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.91E+04,0.00E+00,7.46E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.51E+04
25.4,27,4,1,1.01E+04,0.00E+00,0.00E+00,2.27E+05,0.00E+00,2.12E+02,1.02E+05,3.40E+05,2.00E+00,0.00E+00,3.07E+05,6.69E+03,0.00E+00,0.00E+00,2.58E+04,3.40E+05,-32.70,-0.01,0.00E+00,2.33E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.98E+04,0.00E+00,7.48E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.50E+04
25.5,27,5,1,8.68E+03,0.00E+00,0.00E+00,2.28E+05,0.00E+00,2.12E+02,1.03E+05,3.40E+05,1.63E+00,0.00E+00,3.07E+05,6.68E+03,0.00E+00,0.00E+00,2.58E+04,3.40E+05,-34.30,-0.01,0.00E+00,2.32E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+05,0.00E+00,7.51E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.50E+04
25.6,27,6,1,7.55E+03,0.00E+00,0.00E+00,2.29E+05,0.00E+00,2.12E+02,1.03E+05,3.40E+05,1.75E+00,0.00E+00,3.07E+05,6.67E+03,0.00E+00,0.00E+00,2.58E+04,3.40E+05,-36.90,-0.01,0.00E+00,2.31E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.01E+05,0.00E+00,7.55E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.50E+04
25.7,27,7,1,6.61E+03,0.00E+00,0.00E+00,2.29E+05,0.00E+00,2.12E+02,1.04E+05,3.40E+05,1.63E+00,0.00E+00,3.07E+05,6.65E+03,0.00E+00,0.00E+00,2.58E+04,3.40E+05,-30.80,-0.01,0.00E+00,2.31E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.01E+05,0.00E+00,7.59E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.50E+04
25.8,27,8,1,5.83E+03,0.00E+00,0.00E+00,2.30E+05,0.00E+00,2.12E+02,1.04E+05,3.40E+05,1.75E+00,0.00E+00,3.07E+05,6.65E+03,0.00E+00,0.00E+00,2.58E+04,3.40E+05,-31.40,-0.01,0.00E+00,2.30E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.02E+05,0.00E+00,7.63E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.50E+04
25.9,27,9,1,5.17E+03,0.00E+00,0.00E+00,2.30E+05,0.00E+00,2.12E+02,1.04E+05,3.40E+05,2.25E+00,0.00E+00,3.07E+05,6.64E+03,0.00E+00,0.00E+00,2.58E+04,3.40E+05,-27.30,-0.01,0.00E+00,2.29E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.02E+05,0.00E+00,7.66E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.51E+04
26,27,10,1,4.62E+03,0.00E+00,0.00E+00,2.31E+05,0.00E+00,2.12E+02,1.04E+05,3.40E+05,2.25E+00,0.00E+00,3.07E+05,6.63E+03,0.00E+00,0.00E+00,2.59E+04,3.40E+05,-27.40,-0.01,0.00E+00,2.29E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.02E+05,0.00E+00,7.69E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.51E+04
26.1,28,1,1,1.88E+00,0.00E+00,0.00E+00,2.22E+05,0.00E+00,2.12E+02,9.20E+04,3.14E+05,6.59E+04,0.00E+00,2.14E+05,6.69E+03,0.00E+00,0.00E+00,2.80E+04,3.14E+05,-30.90,-0.01,0.00E+00,8.30E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.11E+04,0.00E+00,1.30E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.67E+04
26.2,28,2,1,1.50E+00,0.00E+00,0.00E+00,2.18E+05,0.00E+00,2.12E+02,8.78E+04,3.06E+05,5.65E+04,0.00E+00,2.14E+05,6.73E+03,0.00E+00,0.00E+00,2.87E+04,3.06E+05,-32.70,-0.01,0.00E+00,8.07E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,8.70E+04,0.00E+00,1.43E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.73E+04
26.3,28,3,1,1.13E+00,0.00E+00,0.00E+00,2.14E+05,0.00E+00,2.12E+02,8.44E+04,2.98E+05,4.84E+04,0.00E+00,2.14E+05,6.79E+03,0.00E+00,0.00E+00,2.92E+04,2.98E+05,-23.00,-0.01,0.00E+00,8.26E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,8.36E+04,0.00E+00,1.47E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.77E+04
26.4,28,4,1,1.00E+00,0.00E+00,0.00E+00,2.10E+05,0.00E+00,2.12E+02,8.16E+04,2.92E+05,4.18E+04,0.00E+00,2.14E+05,6.85E+03,0.00E+00,0.00E+00,2.94E+04,2.92E+05,-41.30,-0.01,0.00E+00,8.54E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,8.07E+04,0.00E+00,1.46E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.80E+04
26.5,28,5,1,7.50E-01,0.00E+00,0.00E+00,2.07E+05,0.00E+00,2.12E+02,7.93E+04,2.87E+05,3.62E+04,0.00E+00,2.14E+05,6.92E+03,0.00E+00,0.00E+00,2.96E+04,2.87E+05,-36.30,-0.01,0.00E+00,8.82E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.84E+04,0.00E+00,1.44E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.81E+04
