time,period,step,zone,storage_in,constant_head_in,wells_in,river_leakage_in,head_dep_bounds_in,recharge_in,other_zones_in,total_in,storage_out,constant_head_out,wells_out,river_leakage_out,head_dep_bounds_out,recharge_out,other_zones_out,total_out,,,in_out,precent_error,from_z1,from_z2,from_z3,from_z4,from_z5,from_z6,from_z7,     to_z1,     to_z2,     to_z3,     to_z4,     to_z5,     to_z6,     to_z7
10.80,12,8,2,3.25E+03,0.00E+00,0.00E+00,1.17E+04,0.00E+00,0.00E+00,2.88E+05,3.03E+05,0.00E+00,0.00E+00,3.03E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.03E+05,0.04,,3.35E-01,1.10E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.88E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
10.90,12,9,2,2.90E+03,0.00E+00,0.00E+00,1.17E+04,0.00E+00,0.00E+00,2.88E+05,3.03E+05,0.00E+00,0.00E+00,3.03E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.03E+05,0.04,,-1.49E+00,-4.93E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.88E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
11.00,12,10,2,2.62E+03,0.00E+00,0.00E+00,1.18E+04,0.00E+00,0.00E+00,2.89E+05,3.03E+05,0.00E+00,0.00E+00,3.03E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.03E+05,0.04,,1.62E+00,5.33E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.89E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
11.10,13,1,2,0.00E+00,0.00E+00,0.00E+00,1.14E+04,0.00E+00,0.00E+00,2.63E+05,2.74E+05,6.87E+03,0.00E+00,2.67E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.74E+05,0.04,,-6.17E-01,-2.25E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.63E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
11.20,13,2,2,0.00E+00,0.00E+00,0.00E+00,1.13E+04,0.00E+00,0.00E+00,2.61E+05,2.72E+05,4.54E+03,0.00E+00,2.67E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.72E+05,0.04,,-3.27E-02,-1.20E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.61E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
11.30,13,3,2,0.00E+00,0.00E+00,0.00E+00,1.13E+04,0.00E+00,0.00E+00,2.59E+05,2.71E+05,3.23E+03,0.00E+00,2.67E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.71E+05,0.04,,-5.85E-01,-2.16E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.59E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
11.40,13,4,2,0.00E+00,0.00E+00,0.00E+00,1.13E+04,0.00E+00,0.00E+00,2.59E+05,2.70E+05,2.39E+03,0.00E+00,2.67E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.70E+05,0.04,,-2.18E-01,-8.08E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.59E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
11.50,13,5,2,0.00E+00,0.00E+00,0.00E+00,1.12E+04,0.00E+00,0.00E+00,2.58E+05,2.69E+05,1.81E+03,0.00E+00,2.67E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.69E+05,0.04,,-1.08E+00,-4.00E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.58E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
11.60,13,6,2,0.00E+00,0.00E+00,0.00E+00,1.12E+04,0.00E+00,0.00E+00,2.58E+05,2.69E+05,1.39E+03,0.00E+00,2.67E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.69E+05,0.04,,-6.86E-01,-2.55E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.58E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
11.70,13,7,2,0.00E+00,0.00E+00,0.00E+00,1.12E+04,0.00E+00,0.00E+00,2.57E+05,2.68E+05,1.08E+03,0.00E+00,2.67E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.68E+05,0.04,,-1.22E+00,-4.56E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.57E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
11.80,13,8,2,0.00E+00,0.00E+00,0.00E+00,1.12E+04,0.00E+00,0.00E+00,2.57E+05,2.68E+05,8.44E+02,0.00E+00,2.67E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.68E+05,0.04,,-8.12E-01,-3.03E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.57E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
11.90,13,9,2,0.00E+00,0.00E+00,0.00E+00,1.12E+04,0.00E+00,0.00E+00,2.57E+05,2.68E+05,6.62E+02,0.00E+00,2.67E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.68E+05,0.04,,-6.48E-01,-2.42E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.57E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
12.00,13,10,2,0.00E+00,0.00E+00,0.00E+00,1.11E+04,0.00E+00,0.00E+00,2.57E+05,2.68E+05,5.20E+02,0.00E+00,2.67E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.68E+05,0.04,,-9.00E-02,-3.36E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.57E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
12.10,14,1,2,8.83E+03,0.00E+00,0.00E+00,1.15E+04,0.00E+00,0.00E+00,2.83E+05,3.03E+05,0.00E+00,0.00E+00,3.03E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.03E+05,0.04,,-5.83E-01,-1.93E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.83E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
12.20,14,2,2,6.38E+03,0.00E+00,0.00E+00,1.16E+04,0.00E+00,0.00E+00,2.85E+05,3.03E+05,0.00E+00,0.00E+00,3.03E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.03E+05,0.04,,6.28E-01,2.07E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.85E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
12.30,14,3,2,4.96E+03,0.00E+00,0.00E+00,1.17E+04,0.00E+00,0.00E+00,2.86E+05,3.03E+05,0.00E+00,0.00E+00,3.03E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.03E+05,0.04,,-3.90E-01,-1.29E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.86E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
12.40,14,4,2,4.03E+03,0.00E+00,0.00E+00,1.18E+04,0.00E+00,0.00E+00,2.87E+05,3.03E+05,0.00E+00,0.00E+00,3.03E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.03E+05,0.04,,-7.97E-01,-2.63E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.87E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
12.50,14,5,2,3.36E+03,0.00E+00,0.00E+00,1.18E+04,0.00E+00,0.00E+00,2.88E+05,3.03E+05,0.00E+00,0.00E+00,3.03E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.03E+05,0.04,,-3.21E-01,-1.06E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.88E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
12.60,14,6,2,2.86E+03,0.00E+00,0.00E+00,1.19E+04,0.00E+00,0.00E+00,2.88E+05,3.03E+05,0.00E+00,0.00E+00,3.03E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.03E+05,0.04,,3.22E-01,1.06E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.88E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
12.70,14,7,2,2.47E+03,0.00E+00,0.00E+00,1.19E+04,0.00E+00,0.00E+00,2.89E+05,3.03E+05,0.00E+00,0.00E+00,3.03E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.03E+05,0.04,,-6.35E-02,-2.10E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.89E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
12.80,14,8,2,2.16E+03,0.00E+00,0.00E+00,1.20E+04,0.00E+00,0.00E+00,2.89E+05,3.03E+05,0.00E+00,0.00E+00,3.03E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.03E+05,0.04,,1.67E-01,5.52E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.89E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
12.90,14,9,2,1.91E+03,0.00E+00,0.00E+00,1.20E+04,0.00E+00,0.00E+00,2.89E+05,3.03E+05,0.00E+00,0.00E+00,3.03E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.03E+05,0.04,,-8.73E-01,-2.88E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.89E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
13.00,14,10,2,1.71E+03,0.00E+00,0.00E+00,1.20E+04,0.00E+00,0.00E+00,2.89E+05,3.03E+05,0.00E+00,0.00E+00,3.03E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.03E+05,0.04,,-4.24E-01,-1.40E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.89E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
13.10,15,1,2,0.00E+00,0.00E+00,0.00E+00,1.17E+04,0.00E+00,0.00E+00,2.67E+05,2.78E+05,6.55E+03,0.00E+00,2.72E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.78E+05,0.04,,-7.81E-01,-2.81E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.67E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
13.20,15,2,2,0.00E+00,0.00E+00,0.00E+00,1.16E+04,0.00E+00,0.00E+00,2.65E+05,2.76E+05,4.47E+03,0.00E+00,2.72E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.76E+05,0.04,,-5.05E-01,-1.83E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.65E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
13.30,15,3,2,0.00E+00,0.00E+00,0.00E+00,1.16E+04,0.00E+00,0.00E+00,2.64E+05,2.75E+05,3.28E+03,0.00E+00,2.72E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.75E+05,0.04,,-2.44E-01,-8.86E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.64E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
13.40,15,4,2,0.00E+00,0.00E+00,0.00E+00,1.15E+04,0.00E+00,0.00E+00,2.63E+05,2.74E+05,2.51E+03,0.00E+00,2.72E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.74E+05,0.04,,-4.50E-01,-1.64E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.63E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
13.50,15,5,2,0.00E+00,0.00E+00,0.00E+00,1.15E+04,0.00E+00,0.00E+00,2.62E+05,2.74E+05,1.98E+03,0.00E+00,2.72E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.74E+05,0.04,,-1.17E+00,-4.27E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.62E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
13.60,15,6,2,0.00E+00,0.00E+00,0.00E+00,1.15E+04,0.00E+00,0.00E+00,2.62E+05,2.73E+05,1.58E+03,0.00E+00,2.72E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.73E+05,0.04,,1.08E-01,3.93E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.62E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
13.70,15,7,2,0.00E+00,0.00E+00,0.00E+00,1.15E+04,0.00E+00,0.00E+00,2.62E+05,2.73E+05,1.28E+03,0.00E+00,2.72E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.73E+05,0.04,,-2.65E-01,-9.70E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.62E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
13.80,15,8,2,0.00E+00,0.00E+00,0.00E+00,1.14E+04,0.00E+00,0.00E+00,2.61E+05,2.73E+05,1.05E+03,0.00E+00,2.72E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.73E+05,0.04,,-1.78E-01,-6.51E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.61E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
13.90,15,9,2,0.00E+00,0.00E+00,0.00E+00,1.14E+04,0.00E+00,0.00E+00,2.61E+05,2.73E+05,8.67E+02,0.00E+00,2.72E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.73E+05,0.04,,3.54E-01,1.30E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.61E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
14.00,15,10,2,0.00E+00,0.00E+00,0.00E+00,1.14E+04,0.00E+00,0.00E+00,2.61E+05,2.73E+05,7.24E+02,0.00E+00,2.72E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.73E+05,0.04,,-9.02E-01,-3.31E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.61E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
14.10,16,1,2,8.64E+03,0.00E+00,0.00E+00,1.18E+04,0.00E+00,0.00E+00,2.87E+05,3.07E+05,0.00E+00,0.00E+00,3.07E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.07E+05,0.04,,-3.45E-01,-1.12E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.87E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
14.20,16,2,2,6.19E+03,0.00E+00,0.00E+00,1.19E+04,0.00E+00,0.00E+00,2.89E+05,3.07E+05,0.00E+00,0.00E+00,3.07E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.07E+05,0.04,,-5.77E-01,-1.88E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.89E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
14.30,16,3,2,4.78E+03,0.00E+00,0.00E+00,1.20E+04,0.00E+00,0.00E+00,2.91E+05,3.07E+05,0.00E+00,0.00E+00,3.07E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.07E+05,0.04,,-1.08E+00,-3.51E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.91E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
14.40,16,4,2,3.85E+03,0.00E+00,0.00E+00,1.20E+04,0.00E+00,0.00E+00,2.92E+05,3.07E+05,0.00E+00,0.00E+00,3.07E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.07E+05,0.04,,-1.15E+00,-3.73E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.92E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
14.50,16,5,2,3.19E+03,0.00E+00,0.00E+00,1.21E+04,0.00E+00,0.00E+00,2.92E+05,3.07E+05,0.00E+00,0.00E+00,3.07E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.07E+05,0.04,,-1.10E+00,-3.58E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.92E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
14.60,16,6,2,2.69E+03,0.00E+00,0.00E+00,1.21E+04,0.00E+00,0.00E+00,2.93E+05,3.07E+05,0.00E+00,0.00E+00,3.07E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.07E+05,0.04,,-1.13E+00,-3.69E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.93E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
14.70,16,7,2,2.31E+03,0.00E+00,0.00E+00,1.22E+04,0.00E+00,0.00E+00,2.93E+05,3.07E+05,0.00E+00,0.00E+00,3.07E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.07E+05,0.04,,-5.70E-01,-1.85E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.93E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
14.80,16,8,2,2.02E+03,0.00E+00,0.00E+00,1.22E+04,0.00E+00,0.00E+00,2.93E+05,3.07E+05,0.00E+00,0.00E+00,3.07E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.07E+05,0.04,,2.12E-01,6.89E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.93E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
14.90,16,9,2,1.77E+03,0.00E+00,0.00E+00,1.22E+04,0.00E+00,0.00E+00,2.93E+05,3.07E+05,0.00E+00,0.00E+00,3.07E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.07E+05,0.04,,-6.48E-02,-2.11E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.93E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
15.00,16,10,2,1.58E+03,0.00E+00,0.00E+00,1.23E+04,0.00E+00,0.00E+00,2.94E+05,3.07E+05,0.00E+00,0.00E+00,3.07E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.07E+05,0.04,,-1.47E+00,-4.79E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.94E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
15.10,17,1,2,0.00E+00,0.00E+00,0.00E+00,1.20E+04,0.00E+00,0.00E+00,2.74E+05,2.86E+05,5.53E+03,0.00E+00,2.81E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.86E+05,0.04,,-8.61E-01,-3.01E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.74E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
15.20,17,2,2,0.00E+00,0.00E+00,0.00E+00,1.19E+04,0.00E+00,0.00E+00,2.73E+05,2.84E+05,3.76E+03,0.00E+00,2.81E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.84E+05,0.04,,-1.25E+00,-4.38E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.73E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
15.30,17,3,2,0.00E+00,0.00E+00,0.00E+00,1.19E+04,0.00E+00,0.00E+00,2.72E+05,2.83E+05,2.76E+03,0.00E+00,2.81E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.83E+05,0.04,,-1.11E+00,-3.91E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.72E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
15.40,17,4,2,0.00E+00,0.00E+00,0.00E+00,1.19E+04,0.00E+00,0.00E+00,2.71E+05,2.83E+05,2.11E+03,0.00E+00,2.81E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.83E+05,0.04,,-8.04E-01,-2.84E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.71E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
15.50,17,5,2,0.00E+00,0.00E+00,0.00E+00,1.18E+04,0.00E+00,0.00E+00,2.71E+05,2.82E+05,1.65E+03,0.00E+00,2.81E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.82E+05,0.04,,1.79E-03,6.32E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.71E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
15.60,17,6,2,0.00E+00,0.00E+00,0.00E+00,1.18E+04,0.00E+00,0.00E+00,2.70E+05,2.82E+05,1.32E+03,0.00E+00,2.81E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.82E+05,0.04,,-6.35E-01,-2.25E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.70E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
15.70,17,7,2,0.00E+00,0.00E+00,0.00E+00,1.18E+04,0.00E+00,0.00E+00,2.70E+05,2.82E+05,1.07E+03,0.00E+00,2.81E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.82E+05,0.04,,-3.43E-01,-1.22E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.70E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
15.80,17,8,2,0.00E+00,0.00E+00,0.00E+00,1.18E+04,0.00E+00,0.00E+00,2.70E+05,2.82E+05,8.72E+02,0.00E+00,2.81E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.82E+05,0.04,,1.28E-01,4.55E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.70E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
15.90,17,9,2,0.00E+00,0.00E+00,0.00E+00,1.18E+04,0.00E+00,0.00E+00,2.70E+05,2.81E+05,7.22E+02,0.00E+00,2.81E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.81E+05,0.04,,-8.52E-02,-3.03E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.70E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
16.00,17,10,2,0.00E+00,0.00E+00,0.00E+00,1.18E+04,0.00E+00,0.00E+00,2.70E+05,2.81E+05,6.02E+02,0.00E+00,2.81E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.81E+05,0.04,,-9.09E-01,-3.23E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.70E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
16.10,18,1,2,1.81E+03,0.00E+00,0.00E+00,1.19E+04,0.00E+00,0.00E+00,2.76E+05,2.90E+05,0.00E+00,0.00E+00,2.90E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.90E+05,0.04,,-1.60E-01,-5.51E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.76E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
16.20,18,2,2,1.25E+03,0.00E+00,0.00E+00,1.19E+04,0.00E+00,0.00E+00,2.77E+05,2.90E+05,0.00E+00,0.00E+00,2.90E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.90E+05,0.04,,-6.48E-01,-2.24E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.77E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
16.30,18,3,2,9.44E+02,0.00E+00,0.00E+00,1.19E+04,0.00E+00,0.00E+00,2.77E+05,2.90E+05,0.00E+00,0.00E+00,2.90E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.90E+05,0.04,,-1.36E-01,-4.69E-05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.77E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
16.40,18,4,2,7.47E+02,0.00E+00,0.00E+00,1.19E+04,0.00E+00,0.00E+00,2.77E+05,2.90E+05,0.00E+00,0.00E+00,2.90E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.90E+05,0.04,,-1.09E+00,-3.76E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.77E+05,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
